IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost,QualityCode,ID
0,2010-10-19,MANHEIM,2007,3,FORD,FIVE HUNDRED,SEL,4D SEDAN SEL,WHITE,AUTO,1,Alloy,73905,AMERICAN,LARGE,FORD,7701,9486,11407,13276,6974,8315,10609,12191,NULL,NULL,835,0,AZ,7615,0,1506,BF,4775400
0,2010-05-25,MANHEIM,2009,1,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L,WHITE,AUTO,1,Alloy,70563,AMERICAN,LARGE,GM,11566,12593,16017,17191,11501,12583,15324,16919,NULL,NULL,835,0,AZ,8515,0,1974,BY,4776000
0,2010-06-04,MANHEIM,2006,4,DODGE,STRATUS V6,SXT,4D SEDAN SXT FFV,GREEN,AUTO,2,Covers,84752,AMERICAN,MEDIUM,CHRYSLER,5950,7323,10243,12607,6194,7031,9346,9963,NULL,NULL,99750,0,AZ,5500,0,1503,RT,4776100
1,2010-08-17,MANHEIM,2003,7,OLDSMOBILE,ALERO 4C,GL,4D SEDAN GL2,SILVER,AUTO,2,Covers,89792,AMERICAN,MEDIUM,GM,3770,5250,6417,7909,3094,4494,5838,7389,NULL,NULL,835,1,AZ,4680,0,1933,AU,4776300
0,2010-01-14,MANHEIM,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,BLUE,AUTO,1,Alloy,47298,AMERICAN,MEDIUM,CHRYSLER,7530,8399,11289,12025,7965,8884,11871,12554,NULL,NULL,18881,0,GA,8245,0,834,DZ,4776500
0,2010-02-15,MANHEIM,2005,5,DODGE,STRATUS 4C,SXT,4D SEDAN,GREY,AUTO,1,Alloy,87207,AMERICAN,MEDIUM,CHRYSLER,3673,4777,6845,8005,3538,4355,7129,7794,NULL,NULL,20928,0,NC,5335,0,1243,VD,4777100
0,2009-02-16,MANHEIM,2004,5,CHRYSLER,TOWN & COUNTRY FWD V,LX,MINIVAN 3.3L LX,WHITE,AUTO,2,Covers,72049,AMERICAN,VAN,CHRYSLER,4088,5076,4915,5982,5064,6099,5969,7087,NULL,NULL,18880,0,NC,6300,0,1623,AZ,4777700
0,2009-05-04,MANHEIM,2002,7,DODGE,DURANGO 4WD V8 4.7L,Spo,4D SUV 4.7L SPORT,SILVER,AUTO,1,Alloy,59901,AMERICAN,MEDIUM SUV,CHRYSLER,3156,5023,3908,5925,3156,5023,3908,5925,NULL,NULL,21973,0,NC,5900,0,1551,VD,4778000
0,2010-10-26,MANHEIM,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,BLUE,AUTO,2,Covers,69215,AMERICAN,LARGE,GM,7425,8611,10937,12163,7136,8274,9984,11560,NULL,NULL,99750,0,MD,7400,0,1703,FY,4778600
0,2009-12-22,MANHEIM,2005,4,PONTIAC,VIBE,Bas,4D WAGON,SILVER,AUTO,2,Covers,80731,AMERICAN,MEDIUM,GM,4526,5476,8172,9119,5736,7108,9461,11317,NULL,NULL,19662,0,TX,5320,0,594,DD,4779000
0,2010-05-11,MANHEIM,2006,4,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,SILVER,AUTO,2,Covers,82108,AMERICAN,LARGE,GM,7229,8523,10656,12049,6197,7380,9686,10898,NULL,NULL,18822,0,TX,8300,0,2152,CA,4779100
0,2010-05-25,MANHEIM,2002,8,TOYOTA,HIGHLANDER 2WD 4C,Bas,4D SPORT UTILITY,WHITE,AUTO,1,Alloy,89587,TOP LINE ASIAN,MEDIUM SUV,OTHER,6271,6936,9578,10186,6297,7060,9320,10290,NULL,NULL,25100,0,TX,8000,0,894,AU,4779200
0,2009-08-18,MANHEIM,2002,7,CHRYSLER,TOWN & COUNTRY FWD V,LXi,MINIVAN 3.8L LXI,SILVER,AUTO,1,Alloy,79495,AMERICAN,VAN,CHRYSLER,4018,5232,4839,6151,4127,5193,4957,6108,NULL,NULL,20740,0,MD,5300,0,1923,CX,4780700
0,2009-10-13,MANHEIM,2006,3,CHEVROLET,MALIBU V6 3.5L V6 SF,LT,4D SEDAN LT,GREEN,AUTO,2,Covers,73888,AMERICAN,MEDIUM,GM,6304,8013,7308,9154,6348,7912,10090,11615,NULL,NULL,16044,0,MD,6335,0,1272,ES,4780800
0,2010-04-13,MANHEIM,2006,4,PONTIAC,G6 V6,GT,4D SEDAN GT,SILVER,AUTO,1,Alloy,62237,AMERICAN,MEDIUM,GM,7600,9058,11057,12467,6951,8385,10784,12137,NULL,NULL,20740,0,MD,7255,0,1118,US,4781000
0,2009-12-16,MANHEIM,2006,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,BLACK,AUTO,1,Alloy,40662,AMERICAN,LARGE,GM,6424,7528,10123,11843,7476,8507,10586,11882,NULL,NULL,20234,0,CA,7745,0,1328,QC,4781700
0,2009-01-20,MANHEIM,2005,4,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,WHITE,AUTO,2,Covers,80909,AMERICAN,MEDIUM,FORD,3702,4636,4498,5507,8527,9339,9709,10586,NULL,NULL,20207,0,TX,5060,0,983,LJ,4781800
0,2009-02-17,MANHEIM,2003,6,CHEVROLET,SUBURBAN 1500 4WD 5.,150,4D UTILITY 5.3L FFV,MAROON,AUTO,1,Alloy,79074,AMERICAN,LARGE SUV,GM,6891,8626,7942,9816,8675,9963,9869,11260,NULL,NULL,17212,0,TX,9810,0,1923,CX,4781900
0,2009-09-23,MANHEIM,2006,3,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,BLACK,AUTO,2,Covers,82204,AMERICAN,MEDIUM,FORD,4538,5751,5401,6711,4213,5346,5050,6274,NULL,NULL,21973,0,FL,4300,0,983,AU,4782700
0,2010-06-08,OTHER,2005,5,FORD,F150 PICKUP 4WD V8,FX4,EXT CAB 5.4L FX4,BLUE,AUTO,1,Alloy,82926,AMERICAN,LARGE TRUCK,FORD,12610,15927,17034,19483,12344,15214,16478,18663,NULL,NULL,3453,0,UT,11050,0,1633,DZ,4783200
1,2010-08-17,OTHER,2003,7,JEEP,LIBERTY 2WD V6,Spo,4D SUV,BLUE,AUTO,1,Alloy,77552,AMERICAN,SMALL SUV,CHRYSLER,4773,6277,7738,9439,4800,5820,7253,8653,NULL,NULL,1235,1,UT,6060,1,986,VQ,4783300
0,2010-10-13,MANHEIM,2005,5,SUZUKI,RENO,EX,4D SEDAN,BLUE,AUTO,2,Covers,83005,OTHER ASIAN,COMPACT,OTHER,3288,4687,5949,7480,2777,3848,5512,6595,NO,GREEN,21973,0,FL,5450,0,594,NF,4783400
0,2010-10-27,MANHEIM,2005,5,HYUNDAI,ELANTRA,GLS,4D SEDAN,SILVER,AUTO,2,Covers,67269,OTHER ASIAN,MEDIUM,OTHER,3427,4483,6506,7336,3953,5193,7100,8157,NULL,NULL,20740,0,FL,5750,0,533,OV,4783500
0,2009-05-12,OTHER,2004,5,DODGE,STRATUS V6 2.7L V6 M,SE,4D SEDAN SE,BLUE,AUTO,2,Covers,32281,AMERICAN,MEDIUM,CHRYSLER,4481,6235,5339,7234,4481,6235,5339,7234,NULL,NULL,99750,0,TN,4500,0,882,MH,4783800
0,2009-05-12,OTHER,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,GREEN,AUTO,2,Covers,57067,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5480,6461,6418,7478,NULL,NULL,99750,0,TN,5500,0,1086,PJ,4783900
0,2009-12-09,MANHEIM,2006,3,CHRYSLER,PACIFICA FWD,Tou,4D SPORT TOURING,SILVER,AUTO,1,Alloy,85872,AMERICAN,CROSSOVER,CHRYSLER,10198,12418,13378,15222,9882,12034,13676,15217,NULL,NULL,19064,0,TX,7540,0,1503,CX,4784800
0,2010-12-08,MANHEIM,2007,3,PONTIAC,G6 4C,Bas,4D SEDAN,RED,AUTO,2,Covers,80527,AMERICAN,MEDIUM,GM,6626,7903,9897,10895,7207,8631,10517,12093,NULL,NULL,52644,0,TX,8085,0,1113,OG,4785200
0,2009-08-20,OTHER,2007,2,CHEVROLET,HHR 2.2L I4 MPI / SF,LS,4D SUV 2.2L LS,WHITE,AUTO,2,Covers,75591,AMERICAN,MEDIUM,GM,6883,8040,7934,9183,7280,8708,8362,9905,NULL,NULL,3453,0,ID,6820,0,803,PJ,4785400
0,2010-05-21,OTHER,2004,6,MAZDA,MAZDA3,i,4D SEDAN I,GREEN,MANUAL,2,Covers,75530,OTHER ASIAN,MEDIUM,OTHER,5192,6302,8229,9672,4982,6040,8000,9029,NULL,NULL,17212,0,TX,6300,0,1038,ST,4785600
0,2010-08-05,MANHEIM,2006,4,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,GOLD,AUTO,2,Covers,73579,AMERICAN,MEDIUM,GM,7217,8289,10446,11376,6161,7664,9288,10227,NULL,NULL,52646,0,TX,6070,0,1038,NL,4786400
0,2009-03-04,OTHER,2005,4,CHRYSLER,PACIFICA FWD 3.5L V6,Tou,4D SPORT,BLUE,AUTO,1,Alloy,68652,AMERICAN,CROSSOVER,CHRYSLER,7109,8371,8178,9541,6980,8179,8038,9333,NULL,NULL,17675,0,SC,8500,0,1215,UU,4787300
0,2009-05-27,MANHEIM,2005,4,CHEVROLET,UPLANDER FWD V6 3.5L,Bas,PASSENGER EXT 3.5L,GOLD,AUTO,2,Covers,78844,AMERICAN,VAN,GM,8301,10457,9465,11794,8301,10457,9465,11794,NULL,NULL,99750,0,FL,6700,0,2091,CA,4787700
0,2010-11-03,MANHEIM,2007,3,KIA,RONDO 4C,EX,4D WAGON,SILVER,AUTO,1,Alloy,61007,OTHER ASIAN,CROSSOVER,OTHER,7539,9064,11407,12948,6304,7638,9588,11042,NULL,NULL,19619,0,FL,7450,0,728,VP,4787900
0,2009-06-09,MANHEIM,2007,2,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,SILVER,AUTO,2,Covers,81824,AMERICAN,VAN,CHRYSLER,8551,9463,9735,10720,8461,9372,9638,10622,NULL,NULL,22808,0,TX,6125,0,1763,VJ,4788600
0,2010-08-18,OTHER,2003,7,BUICK,LE SABRE,Cus,4D SEDAN CUSTOM,BLUE,AUTO,1,Alloy,66482,AMERICAN,LARGE,GM,4337,5742,7192,8825,4244,5546,7593,9033,NULL,NULL,18880,0,SC,6000,0,2198,DZ,4788900
0,2010-12-22,OTHER,2001,9,FORD,TAURUS,SES,4D SEDAN SE SVG,WHITE,AUTO,1,Alloy,104335,AMERICAN,MEDIUM,FORD,1684,2609,3858,5086,2368,3320,4879,5778,NO,GREEN,17675,0,SC,2500,0,1430,PJ,4789500
1,2009-03-18,MANHEIM,2002,7,CHEVROLET,1500 SILVERADO PICKU,Bas,EXT CAB 5.3L LS,WHITE,AUTO,2,Covers,76320,AMERICAN,LARGE TRUCK,GM,4734,6734,5613,7773,5097,7614,6005,8723,NULL,NULL,19638,1,FL,9200,0,1455,VJ,4789700
0,2010-05-25,MANHEIM,2005,5,DODGE,STRATUS 4C,SXT,4D SEDAN SXT,WHITE,AUTO,1,Alloy,83831,AMERICAN,MEDIUM,CHRYSLER,3387,4525,6195,7648,2966,4015,6091,7268,NULL,NULL,20833,0,TX,5425,0,1243,CX,4789900
0,2009-04-29,MANHEIM,2004,5,KIA,OPTIMA 4C 2.4L I4 MP,EX,4D SEDAN LX,WHITE,AUTO,2,Covers,69935,OTHER ASIAN,MEDIUM,OTHER,3402,4773,4174,5655,3402,4773,4174,5655,NULL,NULL,21973,0,FL,4500,0,728,DZ,4790300
0,2009-07-29,MANHEIM,2005,4,CHEVROLET,COBALT 2.2L I4 MPI,Bas,2D COUPE,BLUE,AUTO,2,Covers,73411,AMERICAN,COMPACT,GM,5309,6311,6234,7316,4575,5751,5441,6711,NULL,NULL,3453,0,CO,4675,0,803,QV,4791300
0,2009-08-18,OTHER,2008,1,CHRYSLER,SEBRING 4C 2.4L I4 E,LX,4D SEDAN LX,BLUE,AUTO,2,Covers,48964,AMERICAN,MEDIUM,CHRYSLER,8218,8676,9375,9870,8877,9466,10087,10723,NULL,NULL,99761,0,OK,7500,0,834,RH,4791600
0,2010-06-30,MANHEIM,2005,5,CHEVROLET,MALIBU V6,Bas,4D SEDAN,BLUE,AUTO,3,Special,43953,AMERICAN,MEDIUM,GM,5407,7114,8739,10617,5723,7397,8937,10502,NULL,NULL,21973,0,FL,6750,0,905,FY,4792300
0,2010-09-01,MANHEIM,2006,4,NISSAN,SENTRA,Bas,4D SEDAN 1.8,BLUE,AUTO,1,Alloy,72708,TOP LINE ASIAN,COMPACT,OTHER,5236,6662,8846,10174,5360,6634,8321,9591,NULL,NULL,19619,0,FL,6250,0,569,SD,4792400
0,2010-09-01,MANHEIM,2004,6,HYUNDAI,ELANTRA,GLS,4D SEDAN,BLUE,AUTO,2,Covers,54037,OTHER ASIAN,MEDIUM,OTHER,2590,3586,5253,7273,2821,3824,5987,6803,NULL,NULL,20928,0,FL,5250,0,505,LJ,4792500
0,2010-09-16,OTHER,2009,1,CHRYSLER,SEBRING 4C,LX,4D SEDAN,WHITE,AUTO,2,Covers,45522,AMERICAN,MEDIUM,CHRYSLER,NA,NA,NA,NA,8777,9280,12514,13037,NULL,NULL,99761,0,AZ,8500,0,834,DV,4793300
0,2010-09-22,OTHER,2007,3,DODGE,CARAVAN FWD V6,SE,MINIVAN 3.3L,WHITE,AUTO,2,Covers,93912,AMERICAN,VAN,CHRYSLER,5131,6364,8473,9823,5736,7050,9713,11059,NULL,NULL,99761,0,AZ,5000,0,1918,AZ,4793400
0,2010-07-30,OTHER,2006,4,FORD,FUSION V6,SE,4D SEDAN SE,BEIGE,AUTO,2,Covers,86954,AMERICAN,MEDIUM,FORD,7768,9490,11759,13393,6209,7863,10081,11879,NULL,NULL,20740,0,SC,8200,0,1373,DV,4794000
0,2009-03-17,MANHEIM,2006,3,FORD,FOCUS 2.0L I4 SFI,ZX4,4D SEDAN ZX4,BLACK,AUTO,2,Covers,55462,AMERICAN,COMPACT,FORD,5554,6472,6498,7490,5260,6599,6181,7627,NULL,NULL,22916,0,CO,5380,0,920,RH,4794300
0,2009-03-31,MANHEIM,2005,4,DODGE,1500 RAM PICKUP 2WD,ST,REG CAB 3.7L,BLACK,AUTO,1,Alloy,46150,AMERICAN,LARGE TRUCK,CHRYSLER,5736,7575,6695,8681,5679,7528,6633,8630,NULL,NULL,3453,0,CO,6740,0,482,OG,4794400
0,2009-10-16,OTHER,2006,3,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,MAROON,AUTO,3,Special,79249,AMERICAN,LARGE,GM,6790,7963,7833,9100,6129,7065,9888,11083,NULL,NULL,19619,0,FL,7255,0,1974,VD,4794600
1,2009-08-25,MANHEIM,2006,3,SUZUKI,XL-7 2WD 2.7L V6 DI,NA,4D SPORT UTILITY 5 PASS,BLUE,AUTO,1,Alloy,74295,OTHER ASIAN,MEDIUM SUV,OTHER,6994,8351,8054,9519,6994,8351,8054,9519,NULL,NULL,21973,1,FL,7845,0,920,AZ,4794900
0,2009-12-01,MANHEIM,2006,3,DODGE,STRATUS 4C,SXT,4D SEDAN,WHITE,AUTO,2,Covers,65097,AMERICAN,MEDIUM,CHRYSLER,4383,5337,5234,6264,4106,5259,7876,9064,NULL,NULL,19619,0,FL,5530,0,1020,NL,4795000
0,2010-07-06,MANHEIM,2006,4,CHEVROLET,COBALT,LS,4D SEDAN LS,BLUE,AUTO,2,Covers,51031,AMERICAN,COMPACT,GM,4858,5949,8477,9360,4794,6012,7974,9071,NULL,NULL,5546,0,FL,6370,0,671,CA,4795400
0,2009-12-08,MANHEIM,2005,4,MITSUBISHI,GALANT 4C,ES,4D SEDAN ES,WHITE,AUTO,1,Alloy,83162,OTHER ASIAN,MEDIUM,OTHER,4894,6006,8062,9834,4862,6113,8211,9424,NULL,NULL,22916,0,CO,6420,0,594,ST,4795700
0,2009-02-12,MANHEIM,2004,5,PONTIAC,GRAND PRIX 3.8L V6 S,GTP,4D SEDAN GTP,RED,AUTO,1,Alloy,79412,AMERICAN,LARGE,GM,5906,7156,6878,8228,6927,8119,7981,9269,NULL,NULL,20928,0,VA,8075,0,2208,YP,4796400
0,2009-11-04,MANHEIM,2006,3,JEEP,GRAND CHEROKEE 2WD V,Lar,4D WAGON LAREDO,WHITE,AUTO,1,Alloy,64301,AMERICAN,MEDIUM SUV,CHRYSLER,11124,12856,12514,14384,11003,12450,14495,15488,NULL,NULL,25100,0,TX,10550,0,1508,DD,4796800
1,2010-07-07,MANHEIM,2004,6,CADILLAC,CTS,Bas,4D SEDAN,BEIGE,AUTO,1,Alloy,82139,AMERICAN,SPECIALTY,GM,8194,10103,11907,14784,7849,9616,11097,13224,NULL,NULL,17212,1,TX,7740,0,1763,SD,4797000
0,2009-11-03,MANHEIM,2005,4,KIA,SORENTO 2WD,EX,4D SPORT UTILITY EX,SILVER,AUTO,1,Alloy,73244,OTHER ASIAN,MEDIUM SUV,OTHER,6387,8095,7398,9243,6058,7210,9565,10997,NULL,NULL,18881,0,GA,6430,0,1740,BY,4797100
0,2010-03-18,MANHEIM,2006,4,CHEVROLET,HHR,LT,4D SUV 2.2L LT,ORANGE,MANUAL,1,Alloy,50060,AMERICAN,MEDIUM,GM,NA,NA,NA,NA,6559,7737,10654,12169,NULL,NULL,22916,0,NV,7285,0,671,GE,4797300
0,2010-07-02,MANHEIM,2006,4,SUZUKI,FORENZA,NA,4D SEDAN,SILVER,AUTO,2,Covers,74760,OTHER ASIAN,MEDIUM,OTHER,3962,4913,7400,8538,3737,4822,7185,8374,NULL,NULL,835,0,NV,4910,0,569,RR,4797500
0,2010-09-29,MANHEIM,2005,5,CHRYSLER,300C,C,4D SEDAN HEMI,BLUE,AUTO,1,Alloy,78615,AMERICAN,SPECIALTY,CHRYSLER,10603,12324,14648,16323,10546,12781,14613,17070,NULL,NULL,52598,0,TX,10150,0,1389,TE,4797600
0,2009-12-10,MANHEIM,2003,6,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L LS,GREY,AUTO,1,Alloy,87184,AMERICAN,MEDIUM SUV,GM,5097,6233,8850,9927,5171,6408,8616,9804,NULL,NULL,20234,0,AZ,6965,0,1543,RR,4798500
0,2010-04-01,MANHEIM,2002,8,VOLKSWAGEN,BEETLE,GLS,2D COUPE GLS,BLUE,AUTO,1,Alloy,85862,OTHER,COMPACT,OTHER,4414,5355,7909,9595,3397,4304,7044,7623,NULL,NULL,17675,0,SC,5655,0,1803,YJ,4799400
0,2010-07-01,MANHEIM,2006,4,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,BLUE,AUTO,2,Covers,61864,AMERICAN,MEDIUM,GM,6669,8125,9955,11085,5868,7280,9160,10175,NULL,NULL,17675,0,SC,7060,0,923,VQ,4799700
0,2009-03-04,MANHEIM,2005,4,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,GREY,AUTO,2,Covers,70212,AMERICAN,LARGE,GM,5222,6483,6140,7502,5042,6338,5945,7345,NULL,NULL,20740,0,VA,6340,0,1974,NF,4800600
0,2010-07-15,OTHER,2005,5,DODGE,STRATUS 4C,SXT,4D SEDAN,SILVER,AUTO,2,Covers,83522,AMERICAN,MEDIUM,CHRYSLER,3162,4326,6513,7633,3317,4615,6701,7985,NULL,NULL,22916,0,CO,4115,0,1243,RH,4802000
1,2010-10-21,OTHER,2005,5,KIA,SPECTRA,EX,4D SEDAN EX,WHITE,AUTO,1,Alloy,89130,OTHER ASIAN,MEDIUM,OTHER,3394,4224,6693,7540,3515,4917,6499,7813,NO,GREEN,3453,1,CO,5165,0,594,SB,4802100
0,2010-05-12,MANHEIM,2006,4,CHRYSLER,PT CRUISER,Tou,4D SEDAN,WHITE,AUTO,2,Covers,73842,AMERICAN,MEDIUM,CHRYSLER,5242,6193,8658,9753,4890,5923,8295,9420,NULL,NULL,25100,0,MO,6190,0,1389,YP,4802500
0,2010-06-07,MANHEIM,2007,3,TOYOTA,CAMRY 4C,LE,4D SEDAN LE,GREY,AUTO,2,Covers,54871,TOP LINE ASIAN,MEDIUM,OTHER,10933,11961,15354,16200,10974,12057,14779,16279,NULL,NULL,1045,0,MO,10910,1,505,YJ,4802600
1,2009-03-04,MANHEIM,2003,6,CHRYSLER,TOWN & COUNTRY FWD V,LXi,MINIVAN 3.8L LXI,GREEN,AUTO,2,Covers,78600,AMERICAN,VAN,CHRYSLER,5164,6335,6077,7342,4625,5874,5495,6844,NULL,NULL,5546,1,FL,6095,0,1923,VI,4802900
0,2010-11-10,MANHEIM,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,BLACK,AUTO,2,Covers,86126,AMERICAN,LARGE,GM,7917,8776,11697,12741,7829,9012,11539,12821,NULL,NULL,5546,0,FL,8450,0,2152,EO,4804100
0,2010-10-13,MANHEIM,2007,3,KIA,SPECTRA,EX,4D SEDAN EX,SILVER,AUTO,2,Covers,63460,OTHER ASIAN,MEDIUM,OTHER,5330,6281,8696,9355,5439,6683,8543,9456,NULL,NULL,10510,0,NM,6340,1,533,UF,4805300
0,2010-04-21,MANHEIM,2007,3,FORD,FOCUS,ZX4,4D SEDAN S,SILVER,AUTO,2,Covers,58835,AMERICAN,COMPACT,FORD,6195,7389,9536,10560,5963,7480,9394,10653,NULL,NULL,19662,0,TX,5235,0,920,RT,4805900
0,2010-02-03,MANHEIM,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,WHITE,AUTO,2,Covers,74415,AMERICAN,LARGE,GM,7226,8385,10582,12201,8507,9765,11921,13380,NULL,NULL,22916,0,CO,6490,0,1974,BF,4806300
1,2009-07-06,OTHER,2008,1,DODGE,CALIBER 2.0L I4 SFI,SE,4D WAGON,SILVER,AUTO,NULL,NULL,47090,AMERICAN,MEDIUM,CHRYSLER,7245,7837,8325,8964,7245,7837,8325,8964,NULL,NULL,99761,1,OK,7100,0,693,BF,4807400
0,2009-11-24,OTHER,2008,1,DODGE,CALIBER,SE,4D WAGON,BEIGE,AUTO,1,Alloy,45857,AMERICAN,MEDIUM,CHRYSLER,6820,7280,7866,8362,6967,7560,10921,11542,NULL,NULL,99761,0,OK,6500,0,693,EO,4807700
0,2009-03-04,MANHEIM,2005,4,DODGE,NEON 2.0L I4 SFI,SE,4D SEDAN,RED,AUTO,2,Covers,58253,AMERICAN,COMPACT,CHRYSLER,4136,5169,4967,6083,3146,4014,3898,4835,NULL,NULL,16926,0,CA,4610,0,588,ES,4809900
0,2010-07-20,OTHER,2002,8,NISSAN,SENTRA,XE,4D SEDAN,GREEN,AUTO,2,Covers,64173,TOP LINE ASIAN,COMPACT,OTHER,2899,3648,5872,6749,2490,3231,5671,6711,NULL,NULL,20928,0,IN,4685,0,833,RT,4810000
0,2010-02-02,ADESA,2003,7,CHEVROLET,TAHOE 2WD,LS,4D SUV 5.3L FFV,GOLD,AUTO,1,Alloy,81262,AMERICAN,LARGE SUV,GM,6747,7876,10481,11980,6756,7932,10494,11871,NULL,NULL,20833,0,TX,8190,0,2063,MD,4811200
0,2009-02-03,MANHEIM,2004,5,NISSAN,ALTIMA 2.5L I4 EFI,Bas,4D SEDAN,BEIGE,AUTO,2,Covers,77762,TOP LINE ASIAN,MEDIUM,OTHER,6026,7464,7008,8561,6000,7038,6980,8101,NULL,NULL,18880,0,NC,7210,0,686,AZ,4812600
0,2009-07-21,MANHEIM,2003,6,KIA,SPECTRA 1.8L I4 EFI,Bas,4D SEDAN,GREEN,AUTO,2,Covers,62244,OTHER ASIAN,MEDIUM,OTHER,1823,2595,2469,3303,1823,2595,2469,3303,NULL,NULL,17675,0,NC,2850,0,833,QV,4812900
0,2010-08-10,MANHEIM,2005,5,NISSAN,SENTRA,Bas,4D SEDAN 1.8,RED,AUTO,1,Alloy,90470,TOP LINE ASIAN,COMPACT,OTHER,4177,5318,8235,9579,3718,4672,6864,8096,NULL,NULL,52598,0,NC,5895,0,620,SD,4814400
0,2010-10-05,MANHEIM,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,GREY,AUTO,2,Covers,78093,AMERICAN,LARGE,GM,7883,8884,12309,13218,7601,8593,11018,12233,NULL,NULL,52598,0,NC,8445,0,1974,YJ,4814500
0,2010-11-23,MANHEIM,2005,5,SUZUKI,FORENZA,S,4D SEDAN,BLUE,AUTO,2,Covers,70210,OTHER ASIAN,MEDIUM,OTHER,2891,3845,5906,7108,2730,3459,5651,6311,NULL,NULL,52598,0,NC,5895,0,569,OG,4814700
0,2009-11-11,ADESA,2005,4,DODGE,STRATUS 4C,SXT,4D SEDAN,GREY,AUTO,1,Alloy,69223,AMERICAN,MEDIUM,CHRYSLER,2972,3809,3710,4614,3279,4407,6369,7577,NULL,NULL,835,0,AZ,4530,0,1020,QC,4815200
1,2009-12-09,ADESA,2004,5,CHEVROLET,TRAILBLAZER EXT 2WD,LT,4D SUV 4.2L LS,SILVER,AUTO,1,Alloy,82033,AMERICAN,MEDIUM SUV,GM,6430,7752,10092,11438,6684,7912,10365,11632,NULL,NULL,21053,1,AZ,8455,0,1243,MD,4815400
0,2009-12-09,ADESA,2005,4,DODGE,DURANGO 2WD V8,ST,4D SUV 4.7L ST,BLUE,AUTO,1,Alloy,77432,AMERICAN,MEDIUM SUV,CHRYSLER,6339,7590,10188,11532,6698,7400,11325,11897,NULL,NULL,21053,0,AZ,8040,0,1389,US,4815500
0,2010-11-03,ADESA,2008,2,PONTIAC,G6 4C,Bas,4D SEDAN SE1,WHITE,AUTO,2,Covers,64675,AMERICAN,MEDIUM,GM,8592,9775,12268,13504,7660,9206,11554,12612,NULL,NULL,21053,0,AZ,8415,0,923,VP,4816000
0,2010-11-30,MANHEIM,2005,5,DODGE,CARAVAN FWD 4C,SE,MINIVAN 2.4L,RED,AUTO,2,Covers,73563,AMERICAN,VAN,CHRYSLER,4021,5212,7334,8160,3605,4943,7111,8822,NO,GREEN,18880,0,TN,6025,0,1623,RT,4816100
0,2010-10-28,MANHEIM,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,SILVER,AUTO,2,Covers,84344,AMERICAN,LARGE,GM,7575,8746,11092,12303,6814,7885,10481,11725,NULL,NULL,52644,0,TX,8395,0,2152,SB,4816500
0,2009-02-26,ADESA,2006,3,KIA,SPECTRA 2.0L I4 EFI,EX,4D SEDAN,GREY,AUTO,1,Alloy,48259,OTHER ASIAN,MEDIUM,OTHER,4584,5336,5451,6263,5178,5894,6092,6866,NULL,NULL,18880,0,NC,5655,0,482,RT,4816700
0,2009-03-05,ADESA,2006,3,SATURN,ION 2.2L I4 EFI / SF,2,4D SEDAN LEVEL 2,SILVER,AUTO,2,Covers,74012,AMERICAN,MEDIUM,GM,6063,7058,7048,8123,5443,6636,6378,7667,NULL,NULL,18880,0,NC,5365,0,803,IE,4816800
0,2009-11-12,ADESA,2002,7,SATURN,L SERIES,L30,4D SEDAN L300,GREY,AUTO,1,Alloy,90542,AMERICAN,MEDIUM,GM,2571,3302,3277,4066,2856,3608,5653,6635,NULL,NULL,19619,0,NC,3960,0,2939,GE,4816900
